0.3123,0.5401
0.2628,0.4377
0.6929,0.5021
0.8848,0.4898
0.2847,0.4365
0.0594,0.4831
0.6028,0.4688
0.1019,0.4224
0.1027,0.4368
0.1977,0.5161
0.1588,0.4596
0.1577,0.4509
0.1302,0.446
0.0938,0.355
0.0995,0.5063
0.69,0.5285
0.1134,0.4415
0.3943,0.4927
0.0807,0.4804
0.65,0.5455
0.071,0.4589
0.4426,0.495
0.707,0.5102
0.1001,0.4402
0.7139,0.5029
0.0976,0.4424
0.2535,0.4667
0.6422,0.5409
0.2763,0.443
0.3541,0.5047
0.3711,0.5267
0.259,0.4299
0.1037,0.4035
0,0
0.4142,0.4865
0.6591,0.4637
0.3758,0.4904
0,0
0.4783,0.3963
0.6163,0.5197
0.7809,0.5052
0.5883,0.4878
0.291,0.4714
0.1228,0.4587
0.2975,0.4494
0.539,0.5453
0.5145,0.4948
0.2879,0.4493
0.7139,0.4753
0.2454,0.4416
0.7921,0.5418
0.4267,0.5067
0.0777,0.4236
0.5184,0.4924
0.265,0.4289
0.2055,0.4931
0.3743,0.4616
0.6929,0.4742
0.566,0.4429
0.0526,0.4111
0.2644,0.5468
0.1933,0.4802
0.1624,0.4954
0.5976,0.522
0.5783,0.5731
0.6703,0.4419
0.1274,0.4859
0.2579,0.3761
0.647,0.5142
0.7258,0.4806
0.2518,0.5031
0,0
0.2504,0.5091
0.3774,0.4786
0.0572,0.4178
0.288,0.4388
0.1962,0.5169
0.6483,0.4675
0.1861,0.4783
0.6432,0.4721
0,0
0.6755,0.5249
0.4945,0.53
0.4826,0.4768
0.2162,0.4882
0.8185,0.4926
0.2998,0.4916
0.8878,0.5591
0.1874,0.5293
0,0
0.8059,0.5347
0.1503,0.4567
0.0555,0.4154
0.7762,0.5079
0.091,0.4763
0.0886,0.4507
0,0
0.3596,0.4228
0.4978,0.5237
0.6303,0.512
0.2455,0.4336
0.1398,0.4978
0.2036,0.5047
0.5237,0.5417
0.6377,0.5232
0.352,0.5141
0.1589,0.474
0.4173,0.4898
0.6277,0.5369
0.3255,0.504
0.1436,0.4437
0.6572,0.4909
0.6996,0.5116
0.5503,0.5547
0.1117,0.5364
