100512948,0.0589
163144586,0.0957
102774928,0.0603
256996283,0.1507
20040531,0.0118
304324236,0.1784
68345038,0.0401
56760727,0.0333
48082585,0.0282
273830699,0.1606
247452689,0.1451
51944188,0.0305
174747873,0.1025
57946495,0.034
109988698,0.0645
113965348,0.0668
27668160,0.0162
138985752,0.0815
113422567,0.0665
215924216,0.1266
71483903,0.0419
6715453,0.0039
111552542,0.0654
108167262,0.0634
98677890,0.0579
120794994,0.0708
119596015,0.0701
262146874,0.1537
53319353,0.0313
260507609,0.1527
45241709,0.0265
144596339,0.0848
65998236,0.0387
93703848,0.0549
224700040,0.1317
106324345,0.0623
173166712,0.1015
398393206,0.2336
42487440,0.0249
96683710,0.0567
356537344,0.209
89351435,0.0524
163062330,0.0956
297891129,0.1747
65592960,0.0385
117355398,0.0688
189739345,0.1112
202235488,0.1186
225051580,0.132
60453918,0.0354
158138127,0.0927
69571912,0.0408
114016794,0.0669
105278293,0.0617
69406791,0.0407
286360859,0.1679
66299109,0.0389
105590991,0.0619
54360764,0.0319
185881589,0.109
202899358,0.119
95229419,0.0558
140493191,0.0824
161876953,0.0949
139947736,0.0821
30458750,0.0179
113569352,0.0666
8159538,0.0048
432353421,0.2535
160378867,0.094
62833430,0.0368
102514632,0.0601
557948270,0.3271
80290423,0.0471
167721469,0.0983
102582204,0.0601
299357586,0.1755
180903949,0.1061
160876394,0.0943
55015429,0.0323
257440071,0.1509
140363933,0.0823
176070499,0.1032
112139007,0.0657
178136974,0.1044
310519912,0.1821
418745251,0.2455
159325730,0.0934
237728250,0.1394
181902714,0.1067
224851643,0.1318
82895197,0.0486
133094473,0.078
66446166,0.039
125779508,0.0737
139145546,0.0816
154218012,0.0904
147154170,0.0863
73336848,0.043
149294487,0.0875
106624761,0.0625
23047669,0.0135
94088694,0.0552
190319910,0.1116
153247099,0.0899
119698913,0.0702
183939578,0.1078
30852349,0.0181
92393972,0.0542
173577118,0.1018
285161816,0.1672
45209545,0.0265
170187661,0.0998
209808966,0.123
220159414,0.1291
