625700,0.0282
1096277,0.0493
1232794,0.0555
4181954,0.1882
386630,0.0174
3970940,0.1787
739343,0.0333
461438,0.0208
290523,0.0131
2898807,0.1305
2002921,0.0901
593266,0.0267
3638947,0.1638
427020,0.0192
1107744,0.0499
2171597,0.0977
179285,0.0081
1796825,0.0809
1650548,0.0743
2854461,0.1285
423210,0.019
1425965,0.0642
966795,0.0435
741347,0.0334
1484341,0.0668
1308811,0.0589
2240680,0.1008
2338240,0.1052
794620,0.0358
3316953,0.1493
555742,0.025
988620,0.0445
798316,0.0359
996910,0.0449
3962195,0.1783
1036064,0.0466
1840432,0.0828
5799428,0.261
244731,0.011
1741462,0.0784
6038292,0.2718
992876,0.0447
2835800,0.1276
4463094,0.2009
281381,0.0127
1329010,0.0598
1389194,0.0625
1312999,0.0591
2895004,0.1303
304490,0.0137
3302988,0.1487
584865,0.0263
1266256,0.057
2460579,0.1107
596180,0.0268
3123038,0.1406
2272240,0.1023
789817,0.0355
257275,0.0116
1107603,0.0499
2153016,0.0969
990555,0.0446
1841954,0.0829
2533808,0.114
1538072,0.0692
364397,0.0164
1973562,0.0888
2212333,0.0996
5769626,0.2597
2380760,0.1072
693187,0.0312
1124760,0.0506
10280930,0.4627
682492,0.0307
1845481,0.0831
1060837,0.0477
2473213,0.1113
2699872,0.1215
1883677,0.0848
807050,0.0363
6966741,0.3136
4147063,0.1866
1885783,0.0849
1904002,0.0857
1899890,0.0855
2545742,0.1146
7033829,0.3166
1760496,0.0792
2911859,0.1311
2378524,0.1071
3443689,0.155
1302315,0.0586
818729,0.0368
953623,0.0429
1464516,0.0659
1260407,0.0567
3711684,0.1671
1267967,0.0571
634556,0.0286
1688862,0.076
1557157,0.0701
798705,0.0359
766969,0.0345
1440016,0.0648
1652770,0.0744
1262018,0.0568
1817773,0.0818
236911,0.0107
681940,0.0307
2025943,0.0912
2492914,0.1122
767079,0.0345
2047615,0.0922
3119693,0.1404
3312295,0.1491
